"","Nasdaq","SPX","DAX","StoxxEurope","HSCE","Nikkei"
"2007-01-19",230.47,NA,6747.17,1031.83,12931.22,22113.69
"2007-01-22",226.13,2195,6687.31,1023.81,13186.7,22258.99
"2007-01-23",223.4,2202.77,NA,1023.71,13046.81,22239.05
"2007-01-24",227.27,2221.56,6748.37,1035.41,13134.02,22365.3
"2007-01-25",227.13,2196.54,6719.58,1032.48,12939.54,22302.58
"2007-01-26",227.47,2193.89,6690.34,1026.46,12672.4,22256.74
"2007-01-29",224.8,2191.71,6726.01,1030.86,12692.67,22318.74
"2007-01-30",223.2,2204.4,6788.23,1037.89,12818.01,22343.95
"2007-01-31",226.67,2219.19,6789.11,1033.76,12595.98,22207.55
"2007-02-01",225.53,2231.61,6851.28,1042.19,12516.71,22381.39
"2007-02-02",223.6,NA,6885.76,1046.41,12590.49,NA
"2007-02-05",NA,2233.44,6874.06,1046.19,12600.12,22158.21
"2007-02-06",228.27,2235.02,6875.7,1047.67,12620.58,22237.49
"2007-02-07",233.33,2239.05,6915.56,1052.02,12907.59,22091.16
"2007-02-08",241.4,2236.46,6876.73,1045.8,13044.2,22091.36
"2007-02-09",248,2220.72,6911.11,1051.33,13006.5,22362
"2007-02-12",234,2213.58,6859.45,1042.82,13030.3,22362
"2007-02-13",207.33,2230.8,6895.34,1049.05,NA,22511.62
"2007-02-14",210.67,2248.4,6961.18,1055.97,12785.23,22679.22
"2007-02-15",211.27,2250.97,6958.62,NA,12958.08,22864.73
"2007-02-16",215.47,2249.06,6957.07,1051.12,13062.13,22837.16
"2007-02-19",215.47,2249.06,6987.08,1055.78,13062.13,NA
"2007-02-20",218.33,2255.48,6982.91,1051.84,13062.13,22918.25
"2007-02-21",220.8,2252.43,6941.66,1047.43,13112.92,22885.15
"2007-02-22",217.2,2251.03,6973.73,1049.65,13137.32,23135.01
"2007-02-23",215.4,2243.26,6992.58,1050.77,13060.2,23242.21
"2007-02-26",212,2240.73,7027.59,1057.28,12972.54,23276.62
"2007-02-27",202,2163.11,6819.65,1028.68,12574.77,23154.67
"2007-02-28",199.53,2175.78,6715.44,1011.45,12177.88,22495.55
"2007-03-01",195.33,2170.17,6640.24,997.64,11827.6,22303.09
"2007-03-02",188.33,2145.43,6603.32,992.77,11787.3,22002.05
"2007-03-05",183.4,NA,6534.57,984.96,11187.23,21266.41
"2007-03-06",191,2158.36,6595,992.46,11587.04,21524.86
"2007-03-07",186.6,2153.65,6617.75,NA,11643.2,21422.78
"2007-03-08",190.2,2169.14,6713.23,1010.33,12014.95,21838.97
"2007-03-09",190.4,2170.62,6716.52,1012.58,12109.07,21933.19
"2007-03-12",189.93,2176.5,6715.49,1006.42,12268.4,22097.2
"2007-03-13",184.47,2132.76,6623.99,994.28,12158.43,21952.1
"2007-03-14",183.33,2147.18,6447.7,966.86,11809.03,21310.68
"2007-03-15",NA,2155.18,NA,986.52,11931.07,21545.17
"2007-03-16",185.4,2146.93,6579.87,986.27,11953.96,21396.63
"2007-03-19",189.87,2170.33,6671.41,1003.83,12101.26,21735.77
"2007-03-20",188.93,2184.1,6700.29,NA,12131.97,21932.11
"2007-03-21",194,NA,6712.06,1009.47,12208.7,21932.11
"2007-03-22",197.47,2220.68,6856.96,1032.19,12348.45,22259.24
"2007-03-23",195,NA,6899.06,1037.51,12445.27,22337.71
"2007-03-26",196.67,2225.26,6828.82,1025.27,12530.63,22390.87
"2007-03-27",197.07,2211.52,6858.34,1028.12,12553.83,22302.57
"2007-03-28",194.87,2194.38,6816.89,1021.83,12439.53,22161.99
"2007-03-29",196.6,2202.68,6897.08,1034.67,12594.57,22173.87
"2007-03-30",196.07,NA,6917.03,1035.23,NA,22204.37
"2007-04-02",NA,NA,6937.17,1037.34,12651.59,21871.4
"2007-04-03",197.87,2226.76,7045.56,1051.39,12758.22,22148.37
"2007-04-04",197.33,2229.25,7073.91,1055.23,12935.64,22533.74
"2007-04-05",197.8,2236.71,7099.91,1058.32,12935.64,22466.09
"2007-04-06",197.8,2236.71,7099.91,1058.32,12935.64,22457.56
"2007-04-09",197,2238.03,7099.91,1058.32,12935.64,22790.2
"2007-04-10",197.53,2243.93,7166.67,1066.14,13136.95,22688.64
"2007-04-11",196,2229.44,7152.83,1064.09,13316.64,22695.55
"2007-04-12",197.27,2243.3,7142.95,1060.83,13371.42,22529.03
"2007-04-13",208.2,2251.12,7212.07,1070.08,13362.17,22302.37
"2007-04-16",209.73,2275.35,7338.06,1085.42,13569.43,22641.9
"2007-04-17",209.53,2280.01,7348.83,1086.69,13612.08,22512.37
"2007-04-18",208.4,2281.61,7282.34,1080.39,NA,22692.03
"2007-04-19",208,2278.91,7242.73,1076.44,13201.88,22312.67
"2007-04-20",214.27,2300.08,7342.54,1095.51,13400.01,22416.26
"2007-04-23",220.33,2294.82,7335.62,1092.1,13471.26,22419.79
"2007-04-24",220.93,2294.02,7270.32,1084.09,13478.27,22415.17
"2007-04-25",224.13,2317.5,7343.08,1093.17,13396.36,22138.24
"2007-04-26",222.2,2315.91,7387.02,1097.2,13520.51,22386.14
"2007-04-27",219.07,2315.7,NA,1090.67,13363.89,22349.2
"2007-04-30",217.07,2297.57,7408.87,1093.87,13223.69,22349.2
"2007-05-01",222.33,NA,7408.87,1093.88,13223.69,22188.1
"2007-05-02",222.27,2318.84,7455.93,1100.23,13168.45,22342.15
"2007-05-03",218.13,2329.54,7476.69,1104.11,13357.09,22342.15
"2007-05-04",218.53,2334.61,7516.76,1111.92,13687.9,22342.15
"2007-05-07",216.53,2340.68,7525.69,1111.51,13840.56,22695.25
"2007-05-08",213.4,2338.14,7442.2,1104,13776.84,22678.57
"2007-05-09",213.87,2346.3,7475.99,1107.43,13868.73,22795.81
"2007-05-10",210.2,2313.94,7415.33,1099.36,13965.37,22781.48
"2007-05-11",210.13,2336.48,7479.34,1107.37,13734.52,22546.13
"2007-05-14",212,2332.43,7459.61,1105.03,14474.42,22705.68
"2007-05-15",208.13,2329.61,7505.35,1112.53,14403.98,NA
"2007-05-16",209.8,NA,7481.25,1107.92,14479.66,22514.38
"2007-05-17",210,2348.44,7499.5,1110.42,14478.53,22475.33
"2007-05-18",209.07,2363.97,7607.54,1124.62,14362.5,22348.15
"2007-05-21",NA,2367.63,7619.31,1126.2,14397.34,22550.17
"2007-05-22",221.47,2366.1,7659.39,1127.3,14334.97,22708.38
"2007-05-23",221.27,2363.29,7735.88,1134.81,14387.84,22740.61
"2007-05-24",226.53,2340.64,7697.38,1124.26,14387.84,22730.14
"2007-05-25",218.93,2353.42,7739.2,1128.74,14091.67,22453.12
"2007-05-28",218.93,2353.42,7739.2,1131.76,14084.96,22590.28
"2007-05-29",214.6,2357.39,7781.04,1132.01,14047.64,22699.42
"2007-05-30",225.87,2377.09,NA,1130.46,13767.08,22591.14
"2007-05-31",221.87,2377.75,7883.04,1141.58,14211.56,22960.4
"2007-06-01",221.4,2386.63,7987.85,1152.79,14390.38,23067.18
"2007-06-04",226.53,2391.13,7976.79,1147.94,14453.59,23085.86
"2007-06-05",225,2378.44,7919.83,1141.89,14585.75,23189.12
"2007-06-06",220,2357.95,7730.05,1122.69,14594.51,23172.58
"2007-06-07",217.4,2316.63,7618.61,1110.43,NA,23188.57
"2007-06-08",218.07,2342.98,7590.5,1109.16,14348.15,22836.26
"2007-06-11",216.4,2345.27,7706.1,1119.06,14447.99,22907.41
"2007-06-12",215.27,2320.22,7678.26,1110.83,14466.48,NA
"2007-06-13",213.07,2356.02,7680.76,1115.56,14446,22776.77
"2007-06-14",212.67,2367.52,7849.16,1136.69,14819.35,22917.44
"2007-06-15",210.73,2382.97,8030.64,1153.41,15167.92,23083.39
"2007-06-18",206.67,2380.09,8036.12,1149.5,15728.31,23312.06
"2007-06-19",204.73,2384.25,8033.52,1148.74,15728.31,23330.16
"2007-06-20",203.73,2351.87,8090.49,1153.41,15779.7,23391.9
"2007-06-21",201.67,2366.92,7964.71,NA,16180.62,23428.97
"2007-06-22",199.27,2336.41,7949.63,1136.9,16222.69,23362.7
"2007-06-25",199.27,2328.91,7930.61,1134.81,15959.19,23235.15
"2007-06-26",NA,2321.46,7860.52,1125.14,15803.57,23218.41
"2007-06-27",196.47,2342.84,7801.23,1119.83,15800.15,22941.48
"2007-06-28",197.93,2341.9,NA,1131.47,15979.81,23051.22
"2007-06-29",198.07,2338.25,8007.32,1139.54,15914.99,23320.61
"2007-07-02",196.67,2363.28,7958.24,1135.03,15914.99,23330.82
"2007-07-03",197.73,2372.22,8050.68,1145.89,16460.18,NA
"2007-07-04",197.73,2372.22,8075.26,1148.74,16549.9,23359.65
"2007-07-05",202.4,2373.07,7987.13,1140.66,16688.2,23427.48
"2007-07-06",207.6,2381.59,8048.32,1148.93,16825.1,23323.93
"2007-07-09",212.4,2383.8,8077.39,1150.03,17280.17,23479.55
"2007-07-10",213.73,2349.98,7964.76,1136.42,NA,NA
"2007-07-11",212.93,2363.72,7898.54,1129.65,17252.06,23206.38
"2007-07-12",213.07,2408.79,8053.43,1147.48,17296.99,23122.33
"2007-07-13",210,2416.28,8092.77,1153.8,NA,23449.94
"2007-07-16",213.53,2411.65,8105.69,1157.61,17295.53,23449.94
"2007-07-17",215.8,2411.41,8038.21,1152.71,17359.45,23422.07
"2007-07-18",215.13,2406.69,7893.61,1135.93,16983.67,23162.76
"2007-07-19",225.93,2417.5,7991.21,1148.73,17096.9,23292.6
"2007-07-20",225.33,2387.96,7874.85,1129.07,17452.83,23345.78
"2007-07-23",223.33,2399.64,7944.21,1138.6,17675.98,23095.98
"2007-07-24",215.6,2352.12,7806.79,1120.65,NA,23145.34
"2007-07-25",218.27,2363.12,7692.55,1107.65,17781.54,22960.7
"2007-07-26",207.53,2307.98,7508.96,1080.22,17736.72,22760.34
"2007-07-27",207.87,2271.41,7451.68,1078.11,NA,22222.59
"2007-07-30",206,2294.75,7456.31,1076.74,17303.88,22229.65
"2007-07-31",205.13,2265.75,7584.14,1096.72,17745.94,22177.69
"2007-08-01",204.13,2282.3,7473.93,1077.1,17057.33,21691.95
"2007-08-02",207.6,2292.79,7534.13,1090.22,16875.78,21837.41
"2007-08-03",204.2,2231.98,7435.67,1075.1,16970.06,21831.95
"2007-08-06",NA,2285.93,7444.45,1068.39,16289,21747.86
"2007-08-07",209.33,NA,7513.66,1087.2,16110.87,NA
"2007-08-08",209.87,2333.24,7605.94,1109.55,16766.61,21895.61
"2007-08-09",217.07,2264.5,7453.59,1087.57,16836.05,22077.31
"2007-08-10",212.2,2265.36,7343.26,1059.24,16301.32,21554.69
"2007-08-13",219.6,2264.58,7474.33,1083.3,16380.22,21600.93
"2007-08-14",216.8,2223.71,7425.07,1067.97,NA,21658.22
"2007-08-15",NA,2193.4,7445.9,1064.78,15920.35,21183.77
"2007-08-16",197.67,2200.61,7270.07,1034.05,15087.06,NA
"2007-08-17",211.67,2254.68,7378.29,1058.2,14610.19,19638.42
"2007-08-20",210.13,2254.07,7407.53,1062.3,15886.64,20228.33
"2007-08-21",206.87,2256.52,7424.75,1062.75,16344.73,20445.44
"2007-08-22",209.47,2283.08,7500.48,1075.84,16874.93,20444.54
"2007-08-23",NA,2280.68,7511.96,1075.68,17377.95,20979.01
"2007-08-24",209.4,2307.22,7507.27,1078.93,NA,20892.41
"2007-08-27",213.4,2287.62,7485.99,1079.52,18577.08,20959.81
"2007-08-28",212.53,2234.02,7430.24,1061.63,18525.8,20947.31
"2007-08-29",215.73,2283.58,7439.18,1067.46,18179.38,20594.07
"2007-08-30",213.4,2274.16,7519.94,1080.83,18510.11,20775.4
"2007-08-31",217.73,2299.71,7638.17,1093.16,19042.66,21309.48
"2007-09-03",217.73,2299.71,7648.58,1093.53,18987.22,NA
"2007-09-04",219.87,2323.83,7721.77,1100.75,19044.54,21118.34
"2007-09-05",221.4,2298.16,7588.03,1078.11,19011.43,20781.36
"2007-09-06",219.2,2308.35,7621.72,1083.38,19192.71,20908.11
"2007-09-07",217.33,2269.32,7436.63,1059.53,19280.9,20734.69
"2007-09-10",220.67,2266.51,7375.44,1052.92,19187.82,20275.31
"2007-09-11",NA,NA,NA,1068.42,19085.76,20420.25
"2007-09-12",229.53,2298.14,7472.99,1071.82,19240.98,20317.27
"2007-09-13",233.07,2317.63,7535.97,1081.57,19227.84,20347.61
"2007-09-14",232.73,2318.11,7497.74,1074.53,19584.97,20741.45
"2007-09-17",229.4,2306.25,7479.85,1065.18,19543.02,20741.45
"2007-09-18",236.87,2373.63,7575.21,1085.49,NA,NA
"2007-09-19",240.13,2388.15,7750.84,1117.29,20314.14,21068.27
"2007-09-20",243.4,2372.61,7735.09,1111.39,20709.29,21109.75
"2007-09-21",237.33,2383.55,7794.43,1112.46,20898.05,20979.62
"2007-09-24",239.13,2371.03,7787.92,1109.98,21846.66,20979.62
"2007-09-25",241.73,2370.26,7769.44,1101.9,21693.24,21192.75
"2007-09-26",249.53,2383.53,7804.15,1110.94,21693.24,21236.69
"2007-09-27",251.33,2392.92,7853.79,1117.2,22203.15,21748.98
"2007-09-28",251.2,2385.72,7861.51,1115.35,22701.32,21688.86
"2007-10-01",257.07,2417.44,7922.42,1122.46,22701.32,21766.74
"2007-10-02",258.33,2416.83,7946.79,1126.88,23976.49,22026.22
"2007-10-03",261.4,2406.3,7955.3,1125.5,23100.96,22224.05
"2007-10-04",260.47,NA,7944.99,1125.19,22313.28,22085.28
"2007-10-05",270,2435.16,8002.18,NA,23397.74,22049.81
"2007-10-08",271.8,2427.33,7974.37,NA,23360.13,22049.81
"2007-10-09",280.27,2447.03,7980.44,1132.12,23801.4,22172.38
"2007-10-10",285.27,2443.02,7986.57,1131.12,24395.36,NA
"2007-10-11",277.53,2430.55,8033.69,NA,25638.93,NA
"2007-10-12",273.8,2442.12,8041.26,1139.62,25456.49,22393.68
"2007-10-15",269.07,2421.67,NA,1129.18,26352.16,22428.54
"2007-10-16",268,2405.76,7962.64,1125.59,25936.81,22143.98
"2007-10-17",270.33,2410.22,7985.41,1130.91,26063.56,21908.03
"2007-10-18",267.4,2408.46,7921.4,1125.46,NA,22102.85
"2007-10-19",266.67,2346.78,7884.12,1123.14,26311.76,21725.92
"2007-10-22",276.2,2355.74,7794.94,1109.83,25093.19,21240.22
"2007-10-23",280.53,2376.47,7842.79,1115.48,26197.14,21255.87
"2007-10-24",283.33,2370.71,7828.96,1110.06,26132.32,21136.75
"2007-10-25",291.13,2368.43,7932.44,1124.06,26083.4,21040.85
"2007-10-26",295.47,2401.07,7949.17,1131.22,26079.77,21327.21
"2007-10-29",NA,2410.33,8009.67,1139.18,26941.14,21576.74
"2007-10-30",307.2,2394.81,7977.94,1137.01,27215.86,21516.21
"2007-10-31",311.33,2423.67,8019.22,1143.85,NA,21629.04
"2007-11-01",303.93,2360.21,7880.85,1125.23,26901.21,21800.99
"2007-11-02",312.07,2362.21,7849.49,1124.11,NA,21345.11
"2007-11-05",318.33,2350.69,7807.55,1119.71,24402.41,21024.01
"2007-11-06",325.4,2379.05,7827.19,1123.41,24660.29,20999.35
"2007-11-07",314.73,2310.41,7799.62,NA,24750.51,20802.02
"2007-11-08",302.67,2309.18,7819.47,1112.26,23636.18,20382.15
"2007-11-09",274.93,2276.26,7812.4,1095.5,23619.13,20139.13
"2007-11-12",270.8,2253.53,7806.84,1096.79,22245.92,19639.91
"2007-11-13",NA,2319.86,7777.56,1099.11,NA,19548.85
"2007-11-14",283.33,2304.06,7783.11,1106.52,23822.14,20031.5
"2007-11-15",277.4,NA,7667.03,1097.12,23352.48,19898.23
"2007-11-16",279.6,NA,7612.26,1093.35,NA,19585.84
"2007-11-19",280,2245.81,7511.97,1079.53,22083.33,19441.03
"2007-11-20",286.67,2256.02,7630.31,1092.44,22527.01,19659.39
"2007-11-21",289,NA,7518.42,1071.58,21359.9,19176.21
"2007-11-22",289,2220.21,7562.1,1074.99,20782.85,19242.26
"2007-11-23",290.87,2257.95,NA,1090.21,20956.86,19242.26
"2007-11-26",289.33,2205.49,7567.36,1082.42,22092.95,19560.23
"2007-11-27",283.93,2238.52,7531.35,NA,21741.66,19674.02
"2007-11-28",289.33,2303.17,7723.66,1103.85,21852.59,19584.75
"2007-11-29",290.13,2304.43,7765.19,1110.3,22723,20049.96
"2007-11-30",289.07,2322.34,7870.52,1122.63,22942.51,20265.7
"2007-12-03",290.07,2308.74,7837.26,1116.68,22918.35,20198.88
"2007-12-04",288.27,2293.65,7808.94,1108.36,22964.68,20006.6
"2007-12-05",292.6,2329.71,7944.77,1126.48,23559.07,20172.92
"2007-12-06",294.6,2364.97,7940.58,1127.66,23759.23,20515.66
"2007-12-07",305.33,2360.79,7994.07,NA,23530.86,20622.01
"2007-12-10",317.87,2378.6,8033.36,1140.66,22958.65,20580.68
"2007-12-11",305,2318.51,8009.42,1136.68,23373.4,20736.19
"2007-12-12",302.53,2332.85,8076.12,1141.67,22658.55,20590.85
"2007-12-13",311.27,2335.79,7928.31,1116.45,21816.27,20079.4
"2007-12-14",311.67,2303.79,7948.36,1120,21315.87,20050.95
"2007-12-17",312.2,2269.24,7825.44,1101.67,20559.72,19708.83
"2007-12-18",303.93,2283.5,7850.74,1100.82,20637.29,19654.64
"2007-12-19",310,2280.47,NA,1098.83,20890.05,19425.43
"2007-12-20",318.4,2292.23,7869.19,1102.24,21015.73,19426.84
"2007-12-21",324.67,NA,8002.67,NA,21348.39,19718.15
"2007-12-24",326.6,2349.66,8002.67,1121.06,21937.21,NA
"2007-12-25",326.6,2349.66,8002.67,1121.06,21937.21,20117.22
"2007-12-26",333.33,2351.6,8002.67,1121.06,21937.21,20247.8
"2007-12-27",324.07,2318.72,8038.6,1125.21,21837.54,20132.87
"2007-12-28",327.47,2322.11,8067.32,1125.22,21361.31,19800.56
"2007-12-31",329.93,2306.23,8067.32,1123.96,21539.29,19800.56
"2008-01-01",329.93,2306.23,8067.32,1123.96,21539.29,19800.56
"2008-01-02",321.53,2273.41,7949.11,1108.72,21381.79,19800.56
"2008-01-03",315.53,2273.41,7908.41,1107.24,20657.58,19800.56
"2008-01-04",297.6,2217.59,7808.69,NA,21243.65,19003.29
"2008-01-07",303.8,2224.76,7817.17,1094.45,20826,18756.41
"2008-01-08",290.13,2184.67,7849.99,1097.48,20918.13,18792.78
"2008-01-09",298.53,2214.6,7782.71,1088.05,21558.98,18883.96
"2008-01-10",306.8,2232.24,7713.09,1083.04,21409.68,18610.97
"2008-01-11",307.33,2202.03,7717.95,1079.89,21150.62,18252.26
"2008-01-14",310.33,2225.98,7732.02,1082.8,20678.22,18252.26
"2008-01-15",294.53,2170.51,7566.38,1058.52,20036.76,18073.55
"2008-01-16",272.4,2158.58,7471.57,1050.18,18722.63,17468.04
"2008-01-17",251.73,2095.86,7413.53,1039.3,19344.17,17828.85
"2008-01-18",249.67,2083.24,7314.17,1021.26,19450.92,17929.54
"2008-01-21",249.67,2083.24,6790.19,946.58,18075.22,17237.07
"2008-01-22",266.73,NA,6769.47,959.53,NA,16263.21
"2008-01-23",276.67,2104.37,6439.21,914.61,17738.71,16594.36
"2008-01-24",292.93,2125.6,6821.07,973.68,17276.08,16935.48
"2008-01-25",286.53,2091.88,6816.74,966.16,18722.15,17629.29
"2008-01-28",293.8,2128.64,6818.85,963.19,17792.08,16930.13
"2008-01-29",NA,2141.85,6892.96,974.59,17871.81,17435.85
"2008-01-30",297.67,2131.78,6875.35,969.3,17038.58,17262.73
"2008-01-31",308.47,2167.9,6851.75,970.19,16677.47,17582.81
"2008-02-01",305.53,2194.43,6968.67,989.67,17745.67,17459.52
"2008-02-04",304.47,2171.51,7000.49,989.59,NA,17928.49
"2008-02-05",280.2,2102.23,6765.25,951.19,18755.44,17780.76
"2008-02-06",267.73,2087.05,6847.51,962.2,17454.95,NA
"2008-02-07",267.2,2104.02,6733.72,946.64,NA,17084.37
"2008-02-08",271.8,2095.21,6767.28,947.12,17454.95,16838.71
"2008-02-11",274.07,2107.65,6743.54,941.23,16738.29,16838.71
"2008-02-12",278.33,2123.06,6967.84,973.37,NA,16844.82
"2008-02-13",281.4,2152.76,6973.67,973.23,NA,16904.76
"2008-02-14",281.6,2123.94,6962.28,971.87,NA,17626.77
"2008-02-15",276.47,2125.85,6832.43,951.75,18492.08,17622.64
"2008-02-18",276.47,2125.85,6967.55,971.16,18207.19,17639.25
"2008-02-19",276.47,2124.12,7002.29,973.76,18664.96,17797.73
"2008-02-20",260.67,2141.95,6899.68,961.78,18103.77,17218.78
"2008-02-21",266.4,2115.13,6904.85,966.83,18115.87,17707.66
"2008-02-22",269.33,2132.02,6806.29,956.31,17815.32,17464.69
"2008-02-25",270.6,2161.51,6882.56,972.15,17636.45,NA
"2008-02-26",274,2176.48,6985.97,986.49,17801.9,17889.88
"2008-02-27",NA,2175,6997.85,986.91,18616.81,18157.2
"2008-02-28",285.8,2155.81,6862.52,968.38,18754.51,18020.3
"2008-02-29",276.73,2097.48,6748.13,953.09,NA,17602.98
"2008-03-03",268.47,2098.64,6689.95,940.65,17952.95,16812.52
"2008-03-04",263.87,2091.42,6545.04,923.94,17328.19,16812.65
"2008-03-05",269.07,2103.42,6683.71,942.96,17162.2,16786.48
"2008-03-06",258.6,2057.44,6591.31,925.85,17453.32,17101.4
"2008-03-07",251.93,2040.17,6513.99,915.35,16840.12,16541.57
"2008-03-10",239.07,2008.71,6448.08,907.53,16723.8,16217.19
"2008-03-11",260.6,2083.36,6524.57,923.01,16815.95,16380.43
"2008-03-12",258.2,2065.21,6599.37,933.52,17201.48,16642.93
"2008-03-13",269.8,2075.88,6500.56,921.22,16155.16,16089.48
"2008-03-14",257.53,NA,6451.9,912.77,15884.47,15841.23
"2008-03-17",240.4,2014.88,6182.3,878.28,14743.27,NA
"2008-03-18",263.27,2100.38,6393.39,910.74,14793.68,15482.21
"2008-03-19",252.67,2049.4,6361.22,903.29,15279.81,15865.61
"2008-03-20",264.53,2098.46,6319.99,897.24,14474.92,15865.61
"2008-03-21",264.53,2098.46,6319.99,897.24,14474.92,16153.06
"2008-03-24",275.73,2130.62,6319.99,897.24,14474.92,NA
"2008-03-25",278,2135.54,6524.71,929.66,15664.85,16492.94
"2008-03-26",277.8,2116.93,6489.26,924.26,15842.79,16574.22
"2008-03-27",262.67,2093.11,6578.06,934.66,15800.89,16441.86
"2008-03-28",258.6,2076.56,6559.9,932.19,16607.29,16723.47
"2008-03-31",257.73,2088.42,6534.97,928.87,16140.79,16339.56
"2008-04-01",273.87,2163.38,6720.33,961,16346.58,16510.29
"2008-04-02",277.93,2159.63,6777.44,972.35,17107.97,17205.51
"2008-04-03",275.67,2162.46,6741.72,966.47,17549.08,17467.11
"2008-04-04",272.4,2164.21,6763.39,971.66,NA,17340.99
"2008-04-07",270.13,2167.61,6821.03,980.17,17927.88,17545.81
"2008-04-08",268.6,2157.28,6771.98,975.58,17629.09,17285.17
"2008-04-09",262.2,2139.99,6721.36,966.72,17185.01,17104.44
"2008-04-10",259.13,2149.67,6704.32,963.54,17379.73,16887.12
"2008-04-11",NA,2106.01,6603.57,948.66,17862.43,17380.78
"2008-04-14",255,2098.92,6554.49,941.3,16948.62,16850.87
"2008-04-15",257.47,2108.59,6585.05,946.29,16950.23,16946.19
"2008-04-16",263.53,2156.67,6702.84,961.11,16854.49,17149.1
"2008-04-17",274.67,2158.08,6681.81,955.13,17247.8,17478.06
"2008-04-18",270.73,NA,6843.08,978.05,16963.63,17580.01
"2008-04-21",264.53,2193.87,6786.55,968.51,17418.41,17867.13
"2008-04-22",257.47,2174.59,6728.3,959.84,17960.39,17673.11
"2008-04-23",249.13,2180.91,6795.03,966.89,18519.8,17713.99
"2008-04-24",251.27,2194.96,6821.32,968.36,19293.69,17664.04
"2008-04-25",245.67,2209.25,6896.58,978.57,19032.91,18084.87
"2008-04-28",255.13,2207.02,6925.33,984.33,NA,18125.18
"2008-04-29",253.33,2198.5,6885.34,978.88,19148.04,18125.18
"2008-04-30",NA,2190.13,6948.82,986.98,NA,18067.29
"2008-05-01",249.8,2228.09,6948.82,986.98,19057.53,17958.85
"2008-05-02",254.73,2235.3,7043.23,1003.4,NA,18327.24
"2008-05-05",253.4,2225.37,7052.08,1002.02,19603.34,18327.24
"2008-05-06",261.8,2242.47,7017.1,995.01,19638.2,18327.24
"2008-05-07",264.13,2202.77,7076.25,1001.92,18923.81,18396.67
"2008-05-08",261,2210.95,7071.9,997.8,18617.57,18188.97
"2008-05-09",255.4,2196.54,7003.17,986.58,18324.12,17813.38
"2008-05-12",255.2,2220.81,7035.95,989.83,18324.12,17928.2
"2008-05-13",251.4,2220.46,7060.19,991.8,18747.03,18202.63
"2008-05-14",251,2229.74,7083.24,1002.56,18751.99,18417.64
"2008-05-15",253.27,2253.76,7081.05,1001.88,18818.61,18591.39
"2008-05-16",250,2256.63,7156.55,1006.24,19031.16,18549.31
"2008-05-19",241.8,2258.74,7225.94,1016.51,19277.99,18614.7
"2008-05-20",234.4,2237.79,7118.5,1002.08,18775.06,18471.83
"2008-05-21",220,2202.02,7040.83,994.69,NA,18166.85
"2008-05-22",219.53,2208.2,7070.33,995.86,18569.81,18234.89
"2008-05-23",224.13,2179.05,6944.05,978.47,NA,18278.9
"2008-05-26",224.13,2179.05,6953.84,979.66,17774.69,17858.84
"2008-05-27",222.13,2193.98,6958.66,976.47,17920.98,18124.34
"2008-05-28",226.6,2203.1,7033.84,984.93,17981.01,17884.47
"2008-05-29",229.47,2215.12,7055.03,988.56,18165.59,18425.89
"2008-05-30",233.53,2218.5,7096.79,996.45,18513.33,18705.15
"2008-06-02",224.67,2195.27,7008.77,981.42,18857.31,18837.69
"2008-06-03",221.93,2182.65,7019.13,986.13,18313.65,18536.38
"2008-06-04",215.13,2183.01,6965.43,976.25,18020.85,18831.73
"2008-06-05",221,2225.74,6941.83,971.97,17995.12,18708.52
"2008-06-06",216.4,2157.24,6803.81,949.24,18208.25,18902.01
"2008-06-09",214.2,2159.03,6815.63,949.41,18208.25,18500.13
"2008-06-10",214.13,2153.77,6771.1,943.43,17280.16,18291.13
"2008-06-11",210.47,2117.84,6650.26,926.19,17162.83,18502.87
"2008-06-12",209.8,2124.94,6714.52,934.96,16935.99,18118.19
"2008-06-13",215.33,2156.96,6765.32,940.25,16518.53,18229.25
"2008-06-16",219.67,2157.14,6729.88,932.7,16985.46,18725.81
"2008-06-17",213.33,2142.55,6796.16,938.71,17022.46,18717.98
"2008-06-18",208.07,2121.78,6728.91,926.14,17376.37,18854.24
"2008-06-19",209.33,2130.3,6721.17,920.52,16861.41,18433.33
"2008-06-20",NA,2090.81,6578.44,904.65,16742.19,18188.23
"2008-06-23",195.4,2090.94,NA,905.47,16596.75,18077.75
"2008-06-24",193.6,2085.08,6536.06,899.45,16301.33,18067.54
"2008-06-25",203,2097.36,6617.84,914.21,16542.41,18053.82
"2008-06-26",190.47,2036.4,6459.6,889.36,16406.41,18045.14
"2008-06-27",188.53,2028.89,6421.91,882.47,16024.52,17682.16
"2008-06-30",177,2031.47,6418.32,885.79,16153.81,17602
"2008-07-01",173.8,2039.66,6315.94,870.25,16153.81,17578.26
"2008-07-02",169.73,2002.64,6305.42,869.1,15745.78,17347.38
"2008-07-03",166.27,2004.87,6353.74,NA,15112.55,17320
"2008-07-04",166.27,2004.87,6272.21,865.58,NA,17284.08
"2008-07-07",162.67,1988.09,NA,880.77,15888.56,17443.57
"2008-07-08",168.93,2022.83,6304.41,868.86,15320.65,17016.7
"2008-07-09",160.87,1976.97,6386.46,883.57,16054.56,17041.55
"2008-07-10",158,1990.78,6305,868.14,16352.13,17061.24
"2008-07-11",162.2,1968.86,6153.3,845.61,16695.81,17025.31
"2008-07-14",161.13,1951.08,6200.25,850.49,16641.39,16986.75
"2008-07-15",162.07,1929.85,6081.7,831.05,15855.15,16653.03
