"","Nasdaq","SPX","DAX","StoxxEurope","HSCE","Nikkei"
"2005-02-09",64.73,1773.28,4353.15,707.58,6065.23,14340.36
"2005-02-10",70.8,1780.8,4342.01,707.5,6065.23,14440.61
"2005-02-11",70,1793.54,4387.8,715.89,6065.23,14440.61
"2005-02-14",69.73,1794.98,4386.4,NA,6106.03,14538.9
"2005-02-15",67,1801.06,4402.03,717.48,6140.6,NA
"2005-02-16",67.67,1801.59,4368.77,713.21,6124.87,14501.33
"2005-02-17",65.67,1787.41,4369.68,712.92,6110.7,14477.63
"2005-02-18",66.87,1788.65,4359.47,714.02,6129.16,14574.37
"2005-02-21",66.87,1788.65,4353.34,NA,6140.35,14563
"2005-02-22",64.87,1762.76,4323.21,707.79,6143.56,14496.37
"2005-02-23",64.53,1772.76,4310.66,703.8,6123.7,14376.88
"2005-02-24",64.33,1787.34,4304.29,703.04,6142.81,14415.6
"2005-02-25",70,1804.17,4348.64,711.85,6255.37,14574.49
"2005-02-28",70.27,1792.63,4350.49,710.83,6414.04,14677.44
"2005-03-01",70.8,1802.79,4383.62,715.5,6396.24,14727.36
"2005-03-02",72.4,1802.92,4393.43,716.5,6205.54,14768.84
"2005-03-03",71.8,1803.51,4373.27,715.43,6242,14822.28
"2005-03-04",71.33,1820.88,4423.52,722.11,6164.05,14843.02
"2005-03-07",72.87,1825.7,4428.09,NA,6220.44,14908.42
"2005-03-08",71.33,1817.12,4396.5,719.9,6328.11,14860.35
"2005-03-09",68.8,1798.79,4375.6,716.33,6332.89,14960.09
"2005-03-10",67.73,1802.2,4337.68,709.75,6297.38,14832.85
"2005-03-11",68.6,1789.01,4360.49,711.3,6230.7,14906.58
"2005-03-14",69.67,1799.14,4367.3,711.39,6225.22,14814.52
"2005-03-15",71.8,1785.61,4387.69,716.73,6126.14,14778.07
"2005-03-16",73.13,1771.35,4309.11,704.74,6166.76,14843.19
"2005-03-17",73.8,1774.55,4315.92,706.52,6175.39,14721.08
"2005-03-18",75.73,1773.72,4327.18,709.72,6172.62,14851.48
"2005-03-21",76.53,1764.98,4296.36,706.14,6217.77,14851.48
"2005-03-22",73.67,1747.03,4320.69,709,6109.84,14804.17
"2005-03-23",72.07,1748.28,4317.2,705.84,5991.59,14675.59
"2005-03-24",74,1746.62,4343.6,NA,5978.01,14684.15
"2005-03-25",74,1746.62,4343.6,711.37,5978.01,14703.06
"2005-03-28",74.33,1750.88,4343.6,711.37,5978.01,14818.24
"2005-03-29",72.93,1737.94,4351.89,NA,5934.2,14576.37
"2005-03-30",71.6,1762.09,4347.52,710.35,5935.14,14533.72
"2005-03-31",71.33,1760.89,4348.77,710.22,5968.51,14663.55
"2005-04-01",69.7,1749.45,4373.53,711.71,6060.41,NA
"2005-04-04",NA,1754.43,4341.39,707.31,6041.24,14661.78
"2005-04-05",71.53,1762.32,4362.61,712.4,6041.24,14795.95
"2005-04-06",71.87,1766.69,4379.18,715.23,6045.84,14862.36
"2005-04-07",72.47,1777.35,4389.52,719.16,6067.37,14842.04
"2005-04-08",NA,1762.52,4400.68,719.43,6108.3,14922.16
"2005-04-11",70.2,1762.56,4396.09,717.71,6076.14,14759.92
"2005-04-12",71.53,1772.43,4372.12,714.12,6043.33,14665.25
"2005-04-13",70.8,1751.77,4405.69,717.7,6060.47,14624.06
"2005-04-14",70.33,1734.25,4402.05,716.48,5994.05,14530.63
"2005-04-15",69.73,1705.26,4312.25,702.45,5899.15,14288.75
"2005-04-18",70.93,1710.27,4202.2,687.66,5715.16,13745.57
"2005-04-19",72.2,1720.43,4204.61,689.89,5817.41,13905.69
"2005-04-20",69.33,1697.74,4178.62,686.85,5814.79,13934.24
"2005-04-21",71,1731.27,4193.7,688.25,5829.34,13803.31
"2005-04-22",89.53,1719.66,4223.04,694.58,5943.48,13880.67
"2005-04-25",96.53,1734.56,4246.96,697.2,5932.32,13915.63
"2005-04-26",93.93,1719.09,4233.76,696.31,6012.6,13867.95
"2005-04-27",96.07,1726.21,4189.02,687.55,5964.7,13829.74
"2005-04-28",100,1707.13,4178.1,686.47,NA,13834.11
"2005-04-29",99.93,1727.49,4184.84,687.31,5884.91,13834.11
"2005-05-02",99.93,1735.43,4224.02,692.57,5884.91,13825.58
"2005-05-03",99.73,1733.95,4245.54,695.74,5898.31,13825.58
"2005-05-04",101,1755.92,4264.35,700.37,5919.24,13825.58
"2005-05-05",102,1751.47,4299.51,706.16,6023.56,13825.58
"2005-05-06",105.88,1749.65,4311.06,709.63,5986.99,14064.42
"2005-05-09",NA,1760.87,4292.41,706.77,6038.35,14038.22
"2005-05-10",100,1742.06,4251.13,NA,6021.76,14023.32
"2005-05-11",99.47,1750.26,4244.16,698.28,5976.4,13974.61
"2005-05-12",96.8,1732.89,4267.05,703.92,5974.6,13920.88
"2005-05-13",96.93,1725.15,4275.7,704.83,5894.3,13884.65
"2005-05-16",NA,1742.74,4262.18,703.65,5894.3,13756.61
"2005-05-17",98.6,1755.1,4251.77,702.96,5781.11,13603.51
"2005-05-18",99.47,1773.01,4324.6,715.4,NA,13616.1
"2005-05-19",102,1781.28,4360.42,719.47,NA,13919.89
"2005-05-20",107.6,1778.59,4360.68,719.16,5869.75,13869.84
"2005-05-23",107.27,1785.46,4406.95,724.9,5794.59,14022.35
"2005-05-24",109.93,1785.79,4396.64,724.67,5811.94,13990.93
"2005-05-25",110.33,1779.81,4389.54,723.09,5759.31,13841.11
"2005-05-26",115.53,1791.41,4436.6,729.29,5741.5,13858.38
"2005-05-27",114.53,1793.34,4444.71,729.49,5834.64,14064.96
"2005-05-30",114.53,1793.34,4480.43,733.89,5881,14157.95
"2005-05-31",114.4,1782.46,4460.63,729.19,5858.09,14170.84
"2005-06-01",114.33,1799.15,4527.17,741.03,5800.54,14237.54
"2005-06-02",115.73,1802.19,4532.17,742.25,5790.54,14175.18
"2005-06-03",119.87,1789.83,4510.39,738.59,5804.02,14200.31
"2005-06-06",121,1792.14,4497.26,735.02,5915.24,14163.33
"2005-06-07",122.67,1791.89,4566.01,744.03,5951.74,14096.51
"2005-06-08",123.53,1788.3,4557.29,741.84,6009.98,14176.41
"2005-06-09",NA,1797.72,4562.75,741.2,5949.59,14025.42
"2005-06-10",128.2,1793.51,4586.1,746.17,6036.41,14205.56
"2005-06-13",129.53,1798.07,4599.21,749.96,6015.51,14214.71
"2005-06-14",128.4,1802.73,4591.69,750.68,5927.77,14245.39
"2005-06-15",126.67,1806.78,4548.42,747.05,5954.89,14345.87
"2005-06-16",125.93,1813.35,4579.87,NA,6024.83,14346.5
"2005-06-17",123.07,1822.35,4604.57,754.39,6004.34,14469.21
"2005-06-20",125.6,1821.06,4586.86,752.14,6074.71,14430.66
"2005-06-21",123.87,1817.36,4608.11,756.3,6085.48,14437.43
"2005-06-22",123.27,1817.8,4619.6,756.89,6170.63,14510.99
"2005-06-23",119.07,1798.49,4627.48,NA,6176.43,14548.34
"2005-06-24",124.4,1784.77,4566.48,752.07,6176.87,14499.82
"2005-06-27",130.2,1783.45,4523.82,745.29,6163.87,14352.06
"2005-06-28",126.6,1800.07,4557.46,752.31,6244.8,14477.33
"2005-06-29",130.2,1797.73,4583.63,756.25,6227.61,14558.47
"2005-06-30",125.73,1784.99,4586.28,756.96,6200.98,14571.74
"2005-07-01",128.67,1789.85,4617.07,763.75,6200.98,NA
"2005-07-04",128.67,1789.85,4623.41,765.42,6250.62,14656.7
"2005-07-05",127.27,NA,4603.65,763.7,6224.26,14612.86
"2005-07-06",131.87,1791.05,4615.49,767.56,6269.12,14596.29
"2005-07-07",131.6,1795.55,4530.18,754.69,6182.43,14579.45
"2005-07-08",130.53,1816.52,4597.97,767.67,6134.81,14549.07
"2005-07-11",132.93,1827.91,4663.38,773.04,NA,14685.93
"2005-07-12",135.73,1832.15,4653.03,770.64,6190.16,14707.75
"2005-07-13",137.07,1833.98,4679.89,776.44,6267.56,14667.12
"2005-07-14",139,1838.8,4699.27,780.37,NA,14798.47
"2005-07-15",141,1840.93,4712.9,780.73,6206.04,14791.45
"2005-07-18",134,1830.75,4719.57,780.21,6232.24,14791.45
"2005-07-19",133.47,1843.07,4770.54,789.15,6239.48,14799.2
"2005-07-20",132.87,1852.02,NA,786.73,6354.52,14830.03
"2005-07-21",129.93,1839.8,4829.87,785.78,6492.81,NA
"2005-07-22",127,1849.81,4836.9,784.12,6554.57,14711.4
"2005-07-25",132.33,1842.84,4842.7,785.39,NA,14796.44
"2005-07-26",135,1846.04,4843.49,786.51,6582.99,14765.91
"2005-07-27",135.13,NA,4855.35,788.39,6638.71,14888.08
"2005-07-28",139.67,1865.64,4892.5,793.67,6625.45,NA
"2005-07-29",151,1851.37,4886.5,792.12,6713.54,14969.24
"2005-08-01",151.33,1853.13,4890.85,790.95,6758.16,15028.77
"2005-08-02",151.77,1866.28,4932.87,798.42,6859.29,15020.32
"2005-08-03",153.67,1868.06,4923.12,796.92,6789.79,15072.65
"2005-08-04",152.87,1854.3,4874.06,789.05,6765.02,14948.75
"2005-08-05",148.73,1840.19,4827.18,781.87,6776.26,14801.95
"2005-08-08",146.33,1835.37,4837.86,784.71,6854.81,14817.67
"2005-08-09",147.33,1847.76,4909.48,793.98,6807.41,14970.34
"2005-08-10",148.67,1845.16,4990.57,NA,6915.25,15219.12
"2005-08-11",154.13,1858.43,4953.93,799.53,6929.8,15426.99
"2005-08-12",155.53,1847.31,4937.33,795.27,6992.34,15424.93
"2005-08-15",153.27,1852.78,4922.34,793.55,7065.56,15418.48
"2005-08-16",NA,1830.98,4883.81,789.04,7014.48,15492.85
"2005-08-17",149.73,1832.82,4871.46,786.84,6963.29,15439.32
"2005-08-18",146.33,1831.09,4851.27,783.42,6760.52,15482.44
"2005-08-19",150.67,1832.29,4929.91,793.99,6633.62,15462.77
"2005-08-22",151.33,1835.32,4941.69,794.53,6697.15,15665.03
"2005-08-23",151.2,1829.11,4917.74,787.1,NA,15690.72
"2005-08-24",154.27,1817.22,4915.95,785.9,6557.5,15727.69
"2005-08-25",153.47,1821.45,4856.01,777.37,6548.21,15605.54
"2005-08-26",153.4,1810.52,4783.8,769.48,6632.26,15652.31
"2005-08-29",152.53,1821.56,4812.24,773.27,6530.7,15489.17
"2005-08-30",154.13,1815.97,4791.72,771.87,6534.13,15669.49
"2005-08-31",156.67,1834.48,4829.69,778.96,6466.83,15619.78
"2005-09-01",160.27,1836.37,NA,783.37,6569.43,15737.27
"2005-09-02",163.53,1831.06,4837.81,781.49,6578.31,15854.33
"2005-09-05",163.53,1831.06,4909.89,788.33,6577.91,15898.22
"2005-09-06",170.8,NA,4968.28,797.58,6601.86,15853.61
"2005-09-07",169,1859,4988.14,799.4,6614.71,15863.88
"2005-09-08",167,1852,4992.75,798.73,6572.07,15771.14
"2005-09-09",166.8,1866.74,5005.93,801.84,6582.56,15970.14
"2005-09-12",164.2,1865.45,4989.98,800.64,6612.89,16227.32
"2005-09-13",163.2,1851.87,4901.88,793.7,6550.25,16234.27
"2005-09-14",161.6,1845.84,4911.17,796.91,6513.92,16149.08
"2005-09-15",162.27,1846.76,4905.98,796.91,6493.42,16341.01
"2005-09-16",165,1862.11,4986.5,803.49,6493.31,16305.65
"2005-09-19",165.47,1851.74,4926.13,801.03,6493.31,NA
"2005-09-20",163.8,1837.2,4962.86,805.69,6568.35,16544.58
"2005-09-21",163.4,1820.49,4875.22,NA,6542.69,16604.98
"2005-09-22",164.67,1827.54,4849.01,790.53,6480.23,16558.16
"2005-09-23",166.67,1828.54,4882.58,795.13,6433.89,16558.16
"2005-09-26",164.2,1829.05,4998.16,811.69,6428.61,16851.68
"2005-09-27",163.67,1829.13,4965.88,807.71,6416.3,16806.58
"2005-09-28",165.87,1831.32,5048.74,818.49,6456.56,16965.52
"2005-09-29",169.27,1847.62,5021.17,814.51,6699.44,17194.49
"2005-09-30",169,1849.33,5044.12,818.27,6711.07,17140.27
"2005-10-03",NA,1846.17,5082.07,823.24,6737.97,17078.37
"2005-10-04",173.73,1827.96,5138.02,826.8,6728.48,17348.03
"2005-10-05",179.4,1801.4,5069.42,815.96,6622.13,17286.22
"2005-10-06",174.93,1794.04,5017.27,807.68,6479.98,16869.05
"2005-10-07",186.67,1800.71,5007.77,805.29,6490,16702.66
"2005-10-10",193.67,1787.8,5022.79,807.16,6553.95,16702.66
"2005-10-11",203.07,1784.22,5032.46,808.66,6553.95,17118.05
"2005-10-12",183.47,1773.6,4981.77,802.07,6457.17,17000.66
"2005-10-13",181,1772.36,NA,795.28,6476.65,16982.35
"2005-10-14",182.6,1787.01,4975.56,799.62,6344.54,16946.15
"2005-10-17",184.87,1792.33,4978.83,801.34,6372.36,16920.58
"2005-10-18",189.53,1774.32,4947.18,796.09,6446.56,16859.91
"2005-10-19",192.07,1801.01,4845.98,782.91,6292.45,16578.64
"2005-10-20",192.4,1774.02,4864.25,784.15,6304.95,16655.63
"2005-10-21",193.93,1776.73,4838.4,780.87,6262.03,16667.61
"2005-10-24",202.87,1806.59,4901.79,790.76,6204.36,16549.21
"2005-10-25",200.67,1802.3,NA,NA,6208.23,16769.6
"2005-10-26",199.93,1794.56,4900.79,789.36,6163.58,16914.1
"2005-10-27",203.93,NA,4806.05,774.27,6131.97,16941.96
"2005-10-28",NA,1805.56,4825.64,775.43,6050.18,16853.13
"2005-10-31",205.93,1818.5,4929.07,793.15,6124.47,17182.94
"2005-11-01",215.07,1812.11,4922.55,791.59,6263.2,17513.05
"2005-11-02",NA,1830.43,4954.83,793.54,6275.92,17547.1
"2005-11-03",223.47,1838.86,5011,NA,6317.21,17547.1
"2005-11-04",224.93,1839.16,4995.24,802,6352.21,17775.9
"2005-11-07",233.33,NA,5024.2,803.81,6293.07,17757.95
"2005-11-08",238.07,1837.8,5008.83,NA,6261.21,17726.57
"2005-11-09",241.93,1841,5011.38,802.12,6317.6,17771.41
"2005-11-10",242.53,1856.9,5015.55,803.38,6354.82,17782.69
"2005-11-11",240.53,1862.56,5090.75,NA,NA,17876.42
"2005-11-14",249,1861.25,5092.43,NA,6335.89,NA
"2005-11-15",244.73,1854.28,5110.61,816.03,6393.45,NA
"2005-11-16",237.73,1857.97,5081.46,810.68,6387.87,17896.44
"2005-11-17",246.67,1875.49,5099.72,813.68,6450.65,18200.7
"2005-11-18",260,1883.99,NA,819.19,6479.01,18467.72
"2005-11-21",273.13,1893.93,5170.61,824.64,6485.15,18540.1
"2005-11-22",288.8,1903.66,5174.72,824.76,6470.37,18575.32
"2005-11-23",281.4,1910.39,5196.08,829.77,6553.21,18575.32
"2005-11-24",281.4,1910.39,NA,827.66,6563.4,18618.59
"2005-11-25",297.93,1914.4,5194.27,829.32,6512.11,18671.56
"2005-11-28",283.93,1898.37,5176.59,826.21,6560.55,18927.49
"2005-11-29",267.8,1898.74,5199.48,828.74,6464.7,18852.67
"2005-11-30",260.87,1887.28,5193.4,824.77,6460.63,18782.51
"2005-12-01",267.6,1910.23,5266.55,837.8,6522.47,19108.79
"2005-12-02",281.87,1910.86,5307.99,842.17,6554.86,19476.43
"2005-12-05",280.27,1906.42,5266.86,837.32,6561.32,19640.24
"2005-12-06",268.4,1908.89,5300.85,NA,6502.64,19478.67
"2005-12-07",258.33,1899.69,5266.75,838.74,6628.69,19556.06
"2005-12-08",263.6,1897.57,5286.75,839.95,6644.07,19175.54
"2005-12-09",259.33,1902.92,5282.13,837.65,6643.71,19454.26
"2005-12-12",258.67,1904.59,5301.21,840.83,6680.07,19876.9
"2005-12-13",247.13,1915.3,5310.28,844.24,6680.8,19927.62
"2005-12-14",241.2,1923.43,5286.76,842.04,6681.86,19530.71
"2005-12-15",241.8,1920.85,5295.82,842.8,6719.35,19265.32
"2005-12-16",245.47,NA,5353.66,851.04,6700.9,19162.56
"2005-12-19",247.13,1904.21,5350.18,849.69,6774.9,19438.4
"2005-12-20",246.4,1903.81,5356.6,852.09,6777.59,19753.86
"2005-12-21",248.47,1908.65,5397.23,859.46,6786.59,20153.34
"2005-12-22",247.13,1917.16,5398.28,859.24,6777.12,20132.88
"2005-12-23",251.53,1918.25,5419.05,861.26,6815.26,20132.88
"2005-12-26",251.53,1918.25,5419.05,861.26,6815.26,20342.91
"2005-12-27",248.33,1899.93,5444.84,NA,6815.26,20178.51
"2005-12-28",237.73,1902.74,5447.15,862.62,6807.86,20463.08
"2005-12-29",238.4,1897.2,5458.58,865.3,6853.67,20652.1
"2005-12-30",234.53,1887.94,5408.26,856.35,6843.39,20357.98
